destination_id,destination_name,country,current_cover_image_url,new_cover_image_url,photo_credit,notes
bbe2ecc1-23ec-4056-9ce6-09a660d8b1b2,Bolaven Plateau,Laos,"","","",""
9dd11e4b-7017-4000-9785-a7132aed74c0,Buddha Park,Laos,"","","",""
33678e96-4dce-4787-a458-b5390aa4cfec,Buddha Park (Wat Xieng Khuan),Laos,"","","",""
5028147e-a1d4-4f52-b966-5123449278e0,center's restaurant,Laos,"","","",""
3354dc3f-0286-4dbd-a816-43729cff9a78,Champasak,Laos,"","","",""
0ae209e3-6a05-4f3a-b2ad-9aac0b917efd,Champasak's French colonial riverfront,Laos,"","","",""
a29f34f9-131c-4b48-8631-b093d9b2066f,Chomphet,Laos,"","","",""
59f0d5af-836e-4ebb-89e0-7ffbdb6b9706,Chomphet Loop,Laos,"","","",""
78ab8895-973b-423a-9d4b-d7ff28ca1434,Cope Centre,Laos,"","","",""
a2fbf087-9ca8-463f-ba1e-a05e42bc04dc,countryside surrounding Luang Prabang,Laos,"","","",""
ae93ed50-693d-4092-8e6e-4b47fc16b252,Don Daeng,Laos,"","","",""
36fc19dc-d227-4612-880e-0f02d781b8ab,Don Daeng island,Laos,"","","",""
37066723-6df9-4847-a073-1dc8e3380fd6,Done Khong,Laos,"","","",""
785bd622-b284-49ca-8511-bf98e20f6952,Don Khone,Laos,"","","",""
45b48bb0-64b8-4268-9bf1-718aca5ca69c,Don Khone island,Laos,"","","",""
052f353a-0e04-45c1-9b39-f2a2f856a3d1,Elephant Conservation Center,Laos,"","","",""
b252add7-3cec-41f1-aee8-4c52acc6b01e,Elephant Crossing Hotel,Laos,"","","",""
6ed7918f-f824-4b92-a9a9-a97876a67386,former royal court member's house,Laos,"","","",""
49f6dc14-7c91-4b4a-bddb-91b711d16e85,French colonial-era bridge connecting Don Det and Don Khone islands,Laos,"","","",""
26022a2c-bdb9-4407-8f67-5c58e03e7cd1,geothermal hot springs near Viengthong,Laos,"","","",""
8031a0c5-5b0c-4da0-a6b5-87738b0d923a,geothermal hot springs outside Viengthong,Laos,"","","",""
7c1be208-e5a2-4699-9fc0-0d00d3b42592,Green Jungle Park,Laos,"","","",""
ac69aebb-5966-4a3e-983e-a0ee7251d141,Heuan Chan,Laos,"","","",""
89931c03-6bdc-42fe-8f2a-456ad03cb74d,Hinehup,Laos,"","","",""
71ed7ba1-8e7e-4391-bdac-7793739f3021,Hmong and Khamu villages,Laos,"","","",""
30d35439-687e-45e2-ae68-83b446f3832d,Hmong villages along Road 13,Laos,"","","",""
99fe8e5f-f186-4e59-ad39-e860cb4115fc,Hor Phra Keo,Laos,"","","",""
a329a552-4bc5-49a0-8bad-5b8017bdffab,Huai Kan Dam to Luang Prabang,Laos,"","","",""
d15af46e-c755-4b33-a903-89d349834f59,Information Center,Laos,"","","",""
8751d443-d0d0-46f7-bee6-ca479d1a9c1b,Kasi to Phoukhoun,Laos,"","","",""
d4950c64-fd04-4ae5-aae5-760a1a83fa43,Khaiphaen Restaurant,Laos,"","","",""
e9d6563e-7f59-404b-96bf-23440a78b211,Khone Phapheng Falls,Laos,"","","",""
f27246a5-4072-4a4d-b319-eb5503d166d6,Kiao Niao Farmstead,Laos,"","","",""
7bab0482-7b0f-4fb7-a0e5-beba91e057df,Kiu Kachom,Laos,"","","",""
6bf9c2b3-bf59-40a4-8718-151536c2fe87,Kuang Si Waterfall,Laos,"","","",""
4466462c-2f76-4c69-a687-8505b6b9698c,Kuang Si Waterfalls,Laos,"","","",""
8bc3cc4c-8d70-409d-8930-08f6f642f787,Kuang Yui Waterfall,Laos,"","","",""
a7e9765c-1ba6-483b-b13c-37dd23e172f0,Kuang Yui Waterfall and ancient forest,Laos,"","","",""
ee88b8fb-bff2-4bce-800f-a6c74cd360b5,Lao Buffalo Dairy,Laos,"","","",""
9da51ff5-b609-4a62-9fd1-cb88a4b285a8,Laos Buffalo Dairy,Laos,"","","",""
d6839d1b-f263-4c7e-b26b-d8efef62ab39,Laos Wildlife Conservation Trust,Laos,"","","",""
690c53cf-509b-404e-b411-216615cdda45,Living Land Farm,Laos,"","","",""
991326c1-ba45-4fe4-ac62-cdf34fe9c9ec,local house,Laos,"","","",""
0dab2d54-2f00-4fd3-986a-3fcf0c267996,local household,Laos,"","","",""
c7945b0b-39b1-46b3-a1ee-331973139075,local market,Laos,"","","",""
51c67278-6508-4689-b466-ea5863c77bdf,local markets,Laos,"","","",""
cdbbab83-1ff7-4f23-a8d6-e5185bfe7224,local riverside café at Buddha Park,Laos,"","","",""
3edcfbee-6380-4c61-bebd-d71f22a10a8a,local temple,Laos,"","","",""
a213cca5-b186-45ea-bfa1-97b27c67ed3d,Luang Prabang,Laos,"","","",""
fc0175c8-f734-435d-857a-05db7fc35310,Luang Prabang outer roads,Laos,"","","",""
5a0be664-1795-418a-8308-762bd147a0f7,Luang Prabang's morning market,Laos,"","","",""
5050d61e-f18f-4b4f-bb66-89378e2f0f26,Luang Prabang's UNESCO old town,Laos,"","","",""
e258c959-587e-4c68-b4b1-610ac8e762bc,Luang Prabang to Kasi,Laos,"","","",""
ecab4dd0-9098-4798-8dfe-b51aa42ac667,Male Elephants Socialization Area,Laos,"","","",""
fcc67c54-8339-4c18-ad55-fd7e9a6ca69f,Mekong embankment,Laos,"","","",""
99cf5698-0429-41fb-a9eb-4e923ddb70ed,Mekong River,Laos,"","","",""
91c14d05-c707-4e39-87b8-cc40ca55a1bb,Mekong river departing from Wat Xieng Thong,Laos,"","","",""
ec7a0622-a9bd-4b26-933e-90d6afa4d309,"Mekong river, departing from Wat Xieng Thong",Laos,"","","",""
e5025282-cb83-4d7f-8a24-d9511c8137b6,Mekong River waterfront,Laos,"","","",""
be0b7450-9d78-404e-b371-990fc89f0ba4,Mekong's bank,Laos,"","","",""
3bdd70e3-b9a6-458e-a345-419512767ad0,morning market,Laos,"","","",""
72cd4ab4-23cd-4f49-8a72-76457076c088,"Morning Market, Luang Prabang",Laos,"","","",""
64948c8d-f76f-42f0-ba22-5d79a28a273b,"Morning Market, Luang Prabang old town",Laos,"","","",""
9db8d8db-7020-420f-9f19-5977aacf49e7,mountain passes between Phonsavan and Viengthong,Laos,"","","",""
bbbaa12e-12b0-4f7a-aac9-ca13faa44648,Mount Phousi,Laos,"","","",""
0d874f06-e425-402d-b4ae-bba1dcca7150,Muang Fuang,Laos,"","","",""
680b31cb-ea7d-4db9-b8a0-38490d9d7382,Namkat Resort,Laos,"","","",""
090c2606-6145-42ca-b588-f73e84f64bcd,Namkat Yorlapa,Laos,"","","",""
58db9cb9-415a-48f3-994e-a0797ddbf5d9,Namkat Yorlapa Resort,Laos,"","","",""
18d8d522-c0bc-459e-94b4-5eab2c038cd1,"Namkat Yorlapa Resort, Oudomxay Province",Laos,"","","",""
835ded40-3f67-4ad2-b09c-80f58f3f6687,Nam Lik Riverbanks,Laos,"","","",""
d7e002a8-973e-445f-810f-5e0ce1bfb59f,Nam Neun,Laos,"","","",""
b8d3fce8-eef1-40c4-97e0-6d0b40ab327b,Nam Ngum Lake,Laos,"","","",""
a18fd876-851c-4adb-b762-8724c1dc21d0,Nam Ou,Laos,"","","",""
75c15d48-a2c8-4ee7-842c-6c4160912885,Nam Pien Yorla Pa,Laos,"","","",""
cd761f7f-c708-4e78-bebd-fcf4a8bbcf25,National Museum,Laos,"","","",""
e50412f3-5b53-487f-9aae-5a2db7b36682,National Museum and Hor Phra Bang chapel,Laos,"","","",""
4d158557-a958-4e42-bcd0-80e8623378da,National Museum (former Royal Palace),Laos,"","","",""
4aa344ba-097b-4bd9-b145-44bd53e2d7fc,Night Market,Laos,"","","",""
c2344921-4bec-4855-9678-8e233adea7a7,Nong Khiaw,Laos,"","","",""
62772375-65d3-4a9f-9ac1-33849e712a69,nursery,Laos,"","","",""
c2c593aa-2839-4d56-a16d-8bf97abb358a,Ock Pop Tok,Laos,"","","",""
e2ad03c7-0445-4de1-97d5-86252ee83fa9,Pak Beng,Laos,"","","",""
75a8e124-10eb-4f51-9940-1438e8421b8b,Pak Chom to Muang Fuang,Laos,"","","",""
309d27e9-6bc0-44d8-9f0b-0e98e88c0be5,Pak Ou Caves,Laos,"","","",""
ef788b37-3171-49a3-b0f3-4f8ebcb404f4,Patuxay Monument,Laos,"","","",""
cd9367a2-2e3d-4180-ba7a-1bf3b0773a17,Pha Phou viewpoint,Laos,"","","",""
865a0f6f-20ca-4837-babe-2435cff4aa26,Phonsavan,Laos,"","","",""
94c64df8-85c5-41d3-9565-872289d4035c,"Phosy Market, Luang Prabang",Laos,"","","",""
db8f1085-1a29-4d64-a083-c26d3ce0b980,Phou Khao Khouay,Laos,"","","",""
470a933f-fc27-4c92-9c01-7e12fdef3356,Phou Khoun,Laos,"","","",""
25ac6525-aac5-4972-8910-4e79f652429a,Phou Si hill,Laos,"","","",""
2dfe016b-f980-419b-8730-c249793b032e,Plain of Jars,Laos,"","","",""
7cc7ffd1-3154-47c6-9b55-e7f8550a3f86,"riverside beach, Nam Ou",Laos,"","","",""
42cd8d5a-c6ea-4682-a510-c030fe73c31a,Royal Palace Museum,Laos,"","","",""
d6425301-4e33-4769-a6ab-17b9472a145f,Royal Palace Museum (National Museum),Laos,"","","",""
4e713a4c-8c12-44d6-8a40-23e35068c292,Si Phan Don,Laos,"","","",""
04c24419-fe84-4ac8-9192-3621f2149c3f,Si Phan Don (the Four Thousand Islands),Laos,"","","",""
ee1a1066-e60a-4d36-beb8-1ac850e8503f,"Socialization Area, Elephant Conservation Center",Laos,"","","",""
e96dad85-d62c-4a99-b2ad-f78873cc3af2,Tad E-Tu,Laos,"","","",""
2c9db692-6104-4365-8dfb-180f6a4955cb,Tad E-Tu Waterfall,Laos,"","","",""
c01d83ec-2683-4b09-8b82-fa399bfd792b,Tad Fane,Laos,"","","",""
6d1d6d6b-b0d3-4179-9680-8e60f3fb2ffe,Tad Yuang,Laos,"","","",""
5bdaf8c7-a61b-4a66-94ca-8054f4475500,Tamarind Cooking Class,Laos,"","","",""
dc8be442-2023-4d14-8935-84f049eb0285,Tat Khamued,Laos,"","","",""
ac14a550-a346-4c2e-a376-e25a195b8dda,Tat Kuang Si Bear Rescue Center,Laos,"","","",""
c7cc120f-9c1d-44f6-a198-00a636de21a6,temple,Laos,"","","",""
78c57f0f-62cf-49bb-b798-6888f1171a94,Tha Huae,Laos,"","","",""
d387992a-49e7-4888-8e8c-3d5e406a0462,Tham Cham Cave,Laos,"","","",""
02fb252d-2675-4fbe-8155-1263a3dccd39,Tham Ting and Tham Thueng caves,Laos,"","","",""
527b91ea-ce13-4ff1-8562-9bdc6116dde6,Tham Ting and Tham Thueng caves at Pak Ou,Laos,"","","",""
0ffe2b53-f63b-43ea-b509-e75e789046ff,That Luang,Laos,"","","",""
8e1123db-47dc-473a-b9dc-c4850f7209d7,That Luang Stupa,Laos,"","","",""
dd6919ce-079b-476e-bd81-06e62bce8cf6,That Luang temple,Laos,"","","",""
e59e795c-c0a9-4082-ba52-430716274b8e,That Mak Mo (Watermelon Stupa),Laos,"","","",""
2a5b8df3-5212-41ae-8f63-76986418c075,Vang Vieng,Laos,"","","",""
77594733-180b-4f1c-a280-51333f278d6a,Vang Vieng Blue Lagoons,Laos,"","","",""
f6848888-ae6a-4c4f-af64-e12648bb35b8,Vang Vieng Blue Lagoons (1–3),Laos,"","","",""
f6fb337c-136e-4e44-a8ea-a67677505c9e,Vat Phou,Laos,"","","",""
892f124f-3659-4482-b33e-66fe2ba133ee,Vieng Kham,Laos,"","","",""
88634fc3-3369-452a-962d-74bab0e6324f,Vieng Kham to Nong Khiaw,Laos,"","","",""
b4b6cc34-84e8-4901-a35b-4d4e6e047d38,Viengthong,Laos,"","","",""
9b0f441f-cfb3-4756-be73-fa7c50880e14,Viengthong to Vieng Kham,Laos,"","","",""
15a1f88c-e7e3-43fb-a55a-cf596b17263b,Vientiane,Laos,"","","",""
6fb5140a-036b-4464-827a-2042c5db654d,Vientiane's local markets,Laos,"","","",""
465c63a9-e223-41ef-abc8-0277b7017694,View Café,Laos,"","","",""
118eb341-7067-411e-8dd6-93261e1f9bb6,waterfall ridge,Laos,"","","",""
f0d7738c-20e9-4359-9ff8-59b2ea1ca85e,Wat Mai,Laos,"","","",""
735acb0e-9baf-4bb3-88e7-eaf1aa203365,Wat Mai Suwannaphumaham,Laos,"","","",""
b93feca4-43f4-4849-af99-3f3dc8a837db,Wat Sisaket,Laos,"","","",""
b2f06d98-c043-4c3d-8a96-3d0853de2aac,Wat Si Saket,Laos,"","","",""
1782c81f-2697-4c64-b07c-5b45c3fc326b,"Wat Si Saket, Vientiane",Laos,"","","",""
43dd131b-8904-45d7-8f42-3fda898e89ee,Wat Visoun,Laos,"","","",""
57b7c75f-140d-49ad-b216-f396ba8dabcb,Wat Visoun and the That Mak Mo (Watermelon Stupa),Laos,"","","",""
7c236efa-205a-430b-9cba-a1de31feb0cb,Wat Visounnalath,Laos,"","","",""
8dc0f433-025f-4680-bb34-16f2effa38cb,Wat Xieng Khuan (Buddha Park),Laos,"","","",""
97bbc5b1-5528-4af7-bd34-d0b4df8b2382,Wat Xieng Thong,Laos,"","","",""
a18e2deb-6bf6-4811-8685-ffed5fd4f707,Annapurna Base Camp,Nepal,"","","",""
eed16f24-473b-4684-a7b9-9e946504e919,Annapurna Sanctuary,Nepal,"","","",""
43756d16-4653-489f-a4ba-6ab5e75212f0,Annapurna Sanctuary to Chhomrong,Nepal,"","","",""
de8fe51b-ed1d-4ded-9e81-be6a06936d86,Annapurna South Base Camp,Nepal,"","","",""
2d87d09f-b4b3-4e39-ad0e-c6af2fee140f,Annapurna South Base Camp to Himalaya Hotel,Nepal,"","","",""
3acc0cbb-2f51-4597-b882-95dee30fe52b,Bamboo,Nepal,"","","",""
3652c0ca-1242-4d82-bada-fc1467fa730d,Banthanti,Nepal,"","","",""
e89ca08f-3f7b-48a3-ada6-49e7bdfb5ec0,Banthanti to Ghorepani,Nepal,"","","",""
06c8d5d9-01d1-4e6f-9480-f9c00255c70a,Birethanti,Nepal,"","","",""
4565213c-6400-4b46-b32c-997c2f4771ca,Chhomrong,Nepal,"","","",""
c3e6feb7-dc72-4a9e-8e99-81c8ab6a84ed,Deorali,Nepal,"","","",""
c3de4fec-c81f-45a1-bd13-21b25484d840,Dhampus,Nepal,"","","",""
3ff61360-3952-4ad9-82cc-6c7bebade195,Dovan,Nepal,"","","",""
d3ff4cb0-445c-48bc-9852-3aaa5c7fde3c,Ghandruk,Nepal,"","","",""
88555269-1c3e-405c-9918-46a8188b2a7d,Ghandruk to Tadapani,Nepal,"","","",""
0baed17e-3165-4f5d-9df8-7f62631b2306,Ghorepani,Nepal,"","","",""
78c2ef89-87ef-4069-9456-ad7544da2e98,Ghorepani to Nayapul,Nepal,"","","",""
8313f53a-1597-463e-b761-316df4f8969f,Himalaya Hotel,Nepal,"","","",""
9671f8ba-650b-40f2-b18e-d02a91b81f96,Hinku Cave,Nepal,"","","",""
d6e48482-6bef-47a4-b12e-3a33110fffa9,Jhinu,Nepal,"","","",""
ad00c9b5-b892-4321-bf09-bdb163380069,Jhinu hot spring teahouses,Nepal,"","","",""
40e8b180-4327-44a6-b6ff-2e0f5e993107,Khuldigar,Nepal,"","","",""
1aa6cd64-e0f5-481d-a99c-e1757ab6d6a0,Khumnu Khola,Nepal,"","","",""
626051ac-4e90-4e6d-8bcb-a5896b9c0f06,Landrung,Nepal,"","","",""
fb23a81f-621d-4085-a6d4-d9ef22185612,Landrung to Chhomrong,Nepal,"","","",""
b8096db2-8726-4b3a-9a58-5fb6a468fd71,Machhapuchhare Base Camp,Nepal,"","","",""
987c52bf-2f87-42d0-8a8f-ecbbd7ee6b71,Modi Khola,Nepal,"","","",""
d591b157-16b4-4560-aca1-a25fcb293d74,Phedi,Nepal,"","","",""
da22597f-d62d-4720-b025-fbde8d45ad16,Phedi to Dhampus,Nepal,"","","",""
db988431-90f6-4844-a501-667b5f66d6f1,Pokhara,Nepal,"","","",""
ff1b6105-419e-4daf-8c5e-0e87d1584f39,Poonhill,Nepal,"","","",""
6be86d5a-470f-4a72-b097-1eb6a87e43f5,Pothana,Nepal,"","","",""
c0692809-aca0-42a3-90b6-5eeacdd97abe,Tadapani,Nepal,"","","",""
167a0a3b-28b2-48a4-930f-2e6dd6eccacc,Ulleri to Hille,Nepal,"","","",""
335a954e-d97c-4bd0-9c8c-453eb39ee887,Ari Trail,South Korea,"","","",""
a238b4c9-f442-44f9-a80c-3725a3bf4b1e,Baegak section of the Seoul Fortress Wall,South Korea,"","","",""
609be705-546b-415f-b809-5047725d94ee,Baengnokdam,South Korea,"","","",""
36430a4b-ed11-4fd2-bea4-6e687b1ee2e2,Boriam Temple,South Korea,"","","",""
e3619942-5d26-4fa5-adac-f636e839a880,Bugaksan Fortress Wall,South Korea,"","","",""
4355d344-802d-4d96-9159-bd8cb7eeb4b5,Bukchon Hanok Village,South Korea,"","","",""
50bb6c00-ee2d-48fb-8541-b9ce67ee5f6c,Busan,South Korea,"","","",""
98eee4c6-4aaa-4cc8-825f-5bf3861f8000,Busan port district,South Korea,"","","",""
38b01372-cc72-4d75-90d0-9d29746ca420,Busan port district and riverside paths,South Korea,"","","",""
46e784f0-14e6-41c6-aea3-2e0608cf1a4f,Busan's port district,South Korea,"","","",""
bcf94d0b-f139-4b49-9950-45c66fe34a85,Busan's port district and riverside paths,South Korea,"","","",""
cdd2051a-be49-4ecc-96c8-6a672a8a5006,Darangee beach,South Korea,"","","",""
f2230fbd-faff-4f74-9ba8-e3b2b263fcbe,Darangee Village,South Korea,"","","",""
6d1c2a5c-1887-4222-b2d3-cf285348adc8,Dolce Hotel or glamping site,South Korea,"","","",""
c6febdfb-031d-4cc3-8c71-98e6973923f3,Dongmun Traditional Market,South Korea,"","","",""
8d75e413-4c61-46b1-a216-b33660c44153,Dumo beach,South Korea,"","","",""
d3ecb9e5-d61c-40a3-9ea7-6c6882cc6d1e,Dumo Village,South Korea,"","","",""
737ee76f-211b-40d9-af18-ff27598dc615,Gangnam side,South Korea,"","","",""
7e1eb559-c39c-4e94-9197-d6fed973a2a4,Guryong Waterfall Trail,South Korea,"","","",""
30b99486-692e-43bc-860d-1dde63d040a3,"Guryong Waterfall Trail, Jirisan National Park",South Korea,"","","",""
252bc909-42ad-45bf-86db-dde1c11067d3,Gyeongbokgung Palace,South Korea,"","","",""
14861b4c-2462-47d1-a537-6f474436e19a,Haenyeo elder,South Korea,"","","",""
b0101d53-3a38-4acd-8087-2aad32ec5e79,Haeundae Beach,South Korea,"","","",""
c832f71b-5489-4e4a-9995-b834f26aff63,Hahoe Folk Village,South Korea,"","","",""
95bbd429-362a-4f5b-8d5e-e68595ee80da,"Hahoe Folk Village, Andong",South Korea,"","","",""
1808eace-2afe-4d23-b8ee-6c6b8fc97771,Hallasan,South Korea,"","","",""
cec702e4-0932-4943-b2d7-4ff5a22b5710,Hallyeo Marine National Park,South Korea,"","","",""
0d73faab-db55-4934-9d83-994d4ae3178d,Han River north bank,South Korea,"","","",""
78b2b156-de86-424a-8d10-d7be550a528a,Han River Trail East,South Korea,"","","",""
e5f6a0ce-9957-4511-98d8-78326a1b5a02,Hapjeong Junibino,South Korea,"","","",""
d977d726-2e32-4f33-9695-9a0e8fa008da,homestay,South Korea,"","","",""
d9e0de9e-118d-4508-b308-5d7ffd920450,Icheon,South Korea,"","","",""
15dca585-2b37-4795-b5b2-bb8802c52574,Intrada Hotel,South Korea,"","","",""
2c4be793-6616-457b-b69f-2d445e4400c3,Jaman Mural Village,South Korea,"","","",""
7ddb2c68-46d8-44ad-bf49-c34ff743c79a,Jeju black pork barbecue,South Korea,"","","",""
f12663bb-a9f6-48b3-9b7b-9ae41596ba97,Jeju Island,South Korea,"","","",""
36bb1451-0008-4e17-840f-6b0ad9078a6f,Jeonju,South Korea,"","","",""
5f3b86d0-1647-4ef8-8473-ca8c1f897ea0,Jeonju Hanok Village,South Korea,"","","",""
d8ab3b16-1524-4cb2-b849-2b4148b07d51,Jeonju's hanok quarter,South Korea,"","","",""
d07c9151-7259-4275-af0e-c90652fb07a4,Jingwansa Temple,South Korea,"","","",""
2592518c-ba75-4b99-8a81-750126cdb27f,"Jingwansa Temple, Bukhansan National Park",South Korea,"","","",""
2c9e6fd4-4eae-41e1-ac2f-dae0676c8410,Jirisan National Park,South Korea,"","","",""
7aac5e06-2215-4285-8563-41a9ed44b293,Lee Design Hotel,South Korea,"","","",""
631e754d-8f5a-43f2-8049-153f30b939db,Leeum Museum,South Korea,"","","",""
6918b50d-2fd7-44eb-91f1-cb7cc9a57078,local kayak center,South Korea,"","","",""
eabd2945-b520-4385-a44a-f324292b7030,Manjanggul Lava Tube,South Korea,"","","",""
8033cf59-99d6-471f-b944-8b4cf2b84dd4,Mt. Geum,South Korea,"","","",""
75427021-6866-493b-a746-942d8c5e09a9,Mt. Naejang,South Korea,"","","",""
e06dcff5-39c0-4d92-a891-ccdac37e3efa,Myeongdong,South Korea,"","","",""
9195bc1c-c371-4c25-b6bd-fa8e17e8a4c4,Namsan Mountain,South Korea,"","","",""
4095d0ff-7255-40ac-94c8-4207346072b5,Namwon,South Korea,"","","",""
3f07f785-d829-4936-ade3-62301b69187e,National Folk Museum,South Korea,"","","",""
a2a954ca-4dd2-4981-adc7-760a1d5b0fd2,nearby hermitage,South Korea,"","","",""
e18e28bc-34d9-4e00-99e0-af266a5c9201,Nodeul Island,South Korea,"","","",""
96ae2e93-afb8-4058-99d9-93fe98a8c234,Olle Trail Route 7,South Korea,"","","",""
37f7fd2f-aa98-4a32-ac8a-6bf381b0154e,Paldang,South Korea,"","","",""
4c2e2075-f05d-4690-a749-ad83ce873d42,Seongeup Folk Village,South Korea,"","","",""
b9ddb34a-7d2e-477c-8f3c-33408692e14d,Seongsan Ilchulbong,South Korea,"","","",""
f9864a2e-aae9-4fe4-b202-7686593a7f2c,Seoraksan National Park,South Korea,"","","",""
a6464a57-989e-4b41-a2da-234c9bd24d84,Seoul,South Korea,"","","",""
6e640bca-1c04-47d6-91c4-999bd545454b,Seoul Forest,South Korea,"","","",""
ca678ac7-568e-4324-aeeb-8c2312a6138d,the harbor,South Korea,"","","",""
ceee04be-0cb1-4174-ae02-de26eb5d9255,traditional jjimjilbang spa,South Korea,"","","",""
f9a93d1d-658e-4efc-912c-293751114caa,Ulsan Rock,South Korea,"","","",""
0bfc1a2c-0d1d-4b65-ae5a-bad56edb3b8c,"Ulsan Rock, Seoraksan National Park",South Korea,"","","",""
c93cc891-fa33-4696-8c56-a5e059d5c342,village center,South Korea,"","","",""
1ed4a984-ebd5-49bf-9ef7-20746feae533,Yangpyeong,South Korea,"","","",""
8c92a176-a85b-4bbf-b46a-81324b12c763,Yeouido Park,South Korea,"","","",""
f27fbfb2-6406-4c88-aa74-0e388ab5dd4c,Yongin Folk Village,South Korea,"","","",""
de6b39c0-5092-4fcd-8833-641e90c6f24c,Alu Viharaya,Sri Lanka,"","","",""
ce4d872d-974a-4a59-b8ee-27fe76c82b2c,Ambuluwawa Tower,Sri Lanka,"","","",""
